video_id,channel_id,channel_name,duration_sec,category,video_url,,,,
t2bVigL1bP4,UCeuvxGn6xJB-4KbRGJYwf0A,Dr. Mahbubur Rahman,953,Islamic Lectures,https://www.youtube.com/watch?v=t2bVigL1bP4,,,,
g0BrqWhOQzo,UCeuvxGn6xJB-4KbRGJYwf0A,Dr. Mahbubur Rahman,731,Islamic Lectures,https://www.youtube.com/watch?v=g0BrqWhOQzo,,,,
s_OUzzoDSRE,UChRS6HyAZ5wrB9vZFXiKhuA,Abu Toha Adnan,2829,Waz / Islamic Talk,https://www.youtube.com/watch?v=s_OUzzoDSRE,,,,
2-eKO00JGeQ,UChRS6HyAZ5wrB9vZFXiKhuA,Abu Toha Adnan,4225,Waz / Islamic Talk,https://www.youtube.com/watch?v=2-eKO00JGeQ,,,,
f7nnPD9QGQE,UChRS6HyAZ5wrB9vZFXiKhuA,Abu Toha Adnan,3561,Waz / Islamic Talk,https://www.youtube.com/watch?v=f7nnPD9QGQE,,,,
L43KpP3L0mk,UChRS6HyAZ5wrB9vZFXiKhuA,Abu Toha Adnan,4155,Waz / Islamic Talk,https://www.youtube.com/watch?v=L43KpP3L0mk,,,,
CC4P12E7Dic,UCxStLx7yb96MGBfIMo20x7Q,Mizanur Rahman Azhari,3863,Waz / Islamic Sermon,https://www.youtube.com/watch?v=CC4P12E7Dic,,,,
CzbG247Nhhs,UCxStLx7yb96MGBfIMo20x7Q,Mizanur Rahman Azhari,5568,Waz / Islamic Sermon,https://www.youtube.com/watch?v=CzbG247Nhhs,,,,
wXK7hgS4O7I,UCxStLx7yb96MGBfIMo20x7Q,Mizanur Rahman Azhari,2322,Waz / Islamic Sermon,https://www.youtube.com/watch?v=wXK7hgS4O7I,,,,
INvAsKFcOJ0,UCxStLx7yb96MGBfIMo20x7Q,Mizanur Rahman Azhari,4655,Waz / Islamic Sermon,https://www.youtube.com/watch?v=INvAsKFcOJ0,,,,
tLfnEB5CIEY,UCM_1fk-izt9tviCXZLdckQw,Dr. Zakir Naik Bangla,1164,Islamic Lecture (Bangla Dub/Run),https://www.youtube.com/watch?v=tLfnEB5CIEY,,,,
ri5T-1B6DpA,UCM_1fk-izt9tviCXZLdckQw,Dr. Zakir Naik Bangla,495,Islamic Lecture (Bangla Dub/Run),https://www.youtube.com/watch?v=ri5T-1B6DpA,,,,
S_lgeeYcIh8,UCM_1fk-izt9tviCXZLdckQw,Dr. Zakir Naik Bangla,954,Islamic Lecture (Bangla Dub/Run),https://www.youtube.com/watch?v=S_lgeeYcIh8,,,,
_b2E0DpSVes,UCM_1fk-izt9tviCXZLdckQw,Dr. Zakir Naik Bangla,759,Islamic Lecture (Bangla Dub/Run),https://www.youtube.com/watch?v=_b2E0DpSVes,,,,
POsfwWfBckk,UCAgSJWQR0kZRm4020_BPNpQ,Abdul Hamid Madani,2401,Waz / Islamic Sermon,https://www.youtube.com/watch?v=POsfwWfBckk,,,,
Pv_jel4iZHc,UCAgSJWQR0kZRm4020_BPNpQ,Abdul Hamid Madani,2723,Waz / Islamic Sermon,https://www.youtube.com/watch?v=Pv_jel4iZHc,,,,
qQa5nA_GGSw,UCAgSJWQR0kZRm4020_BPNpQ,Abdul Hamid Madani,2032,Waz / Islamic Sermon,https://www.youtube.com/watch?v=qQa5nA_GGSw,,,,
YIGfToduQnM,UCAgSJWQR0kZRm4020_BPNpQ,Abdul Hamid Madani,2113,Waz / Islamic Sermon,https://www.youtube.com/watch?v=YIGfToduQnM,,,,
i9OHMQomDT0,UC2vPB7kicFrXco08eaQ8ZPg,Mufti Kazi Ibrahim,568,Islamic Talk,https://www.youtube.com/watch?v=i9OHMQomDT0,,,,
fx6suQuXEGs,UC2vPB7kicFrXco08eaQ8ZPg,Mufti Kazi Ibrahim,1633,Islamic Talk,https://www.youtube.com/watch?v=fx6suQuXEGs,,,,
YEueYhiptQY,UC2vPB7kicFrXco08eaQ8ZPg,Mufti Kazi Ibrahim,1449,Islamic Talk,https://www.youtube.com/watch?v=YEueYhiptQY,,,,
76tt6qk49vc,UC2vPB7kicFrXco08eaQ8ZPg,Mufti Kazi Ibrahim,1360,Islamic Talk,https://www.youtube.com/watch?v=76tt6qk49vc,,,,
k9Xma000zKs,UCLZLfy4DVTfpBpylslR_OPQ,Nadir On The Go,696,Satire / Talk,https://www.youtube.com/watch?v=k9Xma000zKs,,,,
F9n9cylNfQk,UCLZLfy4DVTfpBpylslR_OPQ,Nadir On The Go,4311,Satire / Talk,https://www.youtube.com/watch?v=F9n9cylNfQk,,,,
8cIfn7RPDys,UCLZLfy4DVTfpBpylslR_OPQ,Nadir On The Go,2149,Satire / Talk,https://www.youtube.com/watch?v=8cIfn7RPDys,,,,
ck_gJYAnbC0,UCLZLfy4DVTfpBpylslR_OPQ,Nadir On The Go,953,Satire / Talk,https://www.youtube.com/watch?v=ck_gJYAnbC0,,,,
1-8tV0jvkUg,UCivHZmJcD6mvSrpkI9k9htg,Salman Muqtadir,338,Youth Talk / Slang,https://www.youtube.com/watch?v=1-8tV0jvkUg,,,,
1b1IjhZQsOU,UCivHZmJcD6mvSrpkI9k9htg,Salman Muqtadir,452,Youth Talk / Slang,https://www.youtube.com/watch?v=1b1IjhZQsOU,,,,
8x8A-kH8jwQ,UCivHZmJcD6mvSrpkI9k9htg,Salman Muqtadir,641,Youth Talk / Slang,https://www.youtube.com/watch?v=8x8A-kH8jwQ,,,,
sE92N3eVCaA,UCivHZmJcD6mvSrpkI9k9htg,Salman Muqtadir,449,Youth Talk / Slang,https://www.youtube.com/watch?v=sE92N3eVCaA,,,,
50zXGYD0hAQ,UCNnwsz3xerj_3fUmlbaQW1Q,Jhakanaka Project,360,Slang / Comedy,https://www.youtube.com/watch?v=50zXGYD0hAQ,,,,
JpnH89vy5TI,UCNnwsz3xerj_3fUmlbaQW1Q,Jhakanaka Project,311,Slang / Comedy,https://www.youtube.com/watch?v=JpnH89vy5TI,,,,
CakP6Ci-2D0,UCNnwsz3xerj_3fUmlbaQW1Q,Jhakanaka Project,393,Slang / Comedy,https://www.youtube.com/watch?v=CakP6Ci-2D0,,,,
aHXOFsltKso,UCNnwsz3xerj_3fUmlbaQW1Q,Jhakanaka Project,470,Slang / Comedy,https://www.youtube.com/watch?v=aHXOFsltKso,,,,
tvjwuhI1wHc,UCb6-VM5UQ4Czj_d3m9EPGfg,The Idiots,2713,Comedy Talk,https://www.youtube.com/watch?v=tvjwuhI1wHc,,,,
9uP-3izG3Iw,UCb6-VM5UQ4Czj_d3m9EPGfg,The Idiots,484,Comedy Talk,https://www.youtube.com/watch?v=9uP-3izG3Iw,,,,
xDQLGrdb2y4,UCb6-VM5UQ4Czj_d3m9EPGfg,The Idiots,2534,Comedy Talk,https://www.youtube.com/watch?v=xDQLGrdb2y4,,,,
fpaUpINYdPQ,UCb6-VM5UQ4Czj_d3m9EPGfg,The Idiots,1516,Comedy Talk,https://www.youtube.com/watch?v=fpaUpINYdPQ,,,,
taZaybtw_B8,UC-cK46OKGQ_6h2QtCRDHR_Q,Hobbs Media,5870,Street Talk / Slang,https://www.youtube.com/watch?v=taZaybtw_B8,,,,
58Ju5dbbhSc,UC-cK46OKGQ_6h2QtCRDHR_Q,Hobbs Media,2804,Street Talk / Slang,https://www.youtube.com/watch?v=58Ju5dbbhSc,,,,
EbZMwEzF6sU,UC-cK46OKGQ_6h2QtCRDHR_Q,Hobbs Media,1957,Street Talk / Slang,https://www.youtube.com/watch?v=EbZMwEzF6sU,,,,
xje5hypGYWU,UCEpIAe4NZDx5etCnjUy1lag,GoruPaka,324,Informal Discussion,https://www.youtube.com/watch?v=xje5hypGYWU,,,,
Ee0yVQDlgNk,UCEpIAe4NZDx5etCnjUy1lag,GoruPaka,300,Informal Discussion,https://www.youtube.com/watch?v=Ee0yVQDlgNk,,,,
cFtflb6Vwu8,UCEpIAe4NZDx5etCnjUy1lag,GoruPaka,366,Informal Discussion,https://www.youtube.com/watch?v=cFtflb6Vwu8,,,,
GYlifPUwNeg,UCyaBk92LPVUU_d3BWI7-lsQ,Facts and Fun BD,424,Casual Talk,https://www.youtube.com/watch?v=GYlifPUwNeg,,,,
Jui8eR2Dybo,UCyaBk92LPVUU_d3BWI7-lsQ,Facts and Fun BD,483,Casual Talk,https://www.youtube.com/watch?v=Jui8eR2Dybo,,,,
QNz24GIJfRo,UCyaBk92LPVUU_d3BWI7-lsQ,Facts and Fun BD,545,Casual Talk,https://www.youtube.com/watch?v=QNz24GIJfRo,,,,
Eantop1ZTno,UCyaBk92LPVUU_d3BWI7-lsQ,Facts and Fun BD,449,Casual Talk,https://www.youtube.com/watch?v=Eantop1ZTno,,,,
EpqporKxU84,UCs2cWnd7Sb1eXT-50oMOxlw,Jhankar Mahbub Vlogs,4000,Tech & Personal Talk,https://www.youtube.com/watch?v=EpqporKxU84,,,,
yh-4nJK2xCM,UCs2cWnd7Sb1eXT-50oMOxlw,Jhankar Mahbub Vlogs,1338,Tech & Personal Talk,https://www.youtube.com/watch?v=yh-4nJK2xCM,,,,
OJWbXkmmo-c,UCs2cWnd7Sb1eXT-50oMOxlw,Jhankar Mahbub Vlogs,3617,Tech & Personal Talk,https://www.youtube.com/watch?v=OJWbXkmmo-c,,,,
tlQJ6dcKdSU,UCs2cWnd7Sb1eXT-50oMOxlw,Jhankar Mahbub Vlogs,1109,Tech & Personal Talk,https://www.youtube.com/watch?v=tlQJ6dcKdSU,,,,
6NsuFpPVYeI,UCb-d2dCbEt_T-d3qf3oMICw,Khalid Farhan,721,Political Commentary / Analysis,https://www.youtube.com/watch?v=6NsuFpPVYeI,,,,
kZeggaqmxcw,UCb-d2dCbEt_T-d3qf3oMICw,Khalid Farhan,2755,Political Commentary / Analysis,https://www.youtube.com/watch?v=kZeggaqmxcw,,,,
lQwtf4eXGkA,UCb-d2dCbEt_T-d3qf3oMICw,Khalid Farhan,3362,Political Commentary / Analysis,https://www.youtube.com/watch?v=lQwtf4eXGkA,,,,
zmlI3aMnSew,UCb-d2dCbEt_T-d3qf3oMICw,Khalid Farhan,1355,Political Commentary / Analysis,https://www.youtube.com/watch?v=zmlI3aMnSew,,,,
bDGkGbYI7JU,UCwIzJ_UWnn1Uc8d1H8nCuUA,Enayet Chowdhury,1263,Talk & Social Commentary,https://www.youtube.com/watch?v=bDGkGbYI7JU,,,,
Ec5nIUAY344,UCwIzJ_UWnn1Uc8d1H8nCuUA,Enayet Chowdhury,1057,Talk & Social Commentary,https://www.youtube.com/watch?v=Ec5nIUAY344,,,,
R_e3Ualz-No,UCwIzJ_UWnn1Uc8d1H8nCuUA,Enayet Chowdhury,880,Talk & Social Commentary,https://www.youtube.com/watch?v=R_e3Ualz-No,,,,
xIHGrc56Y-M,UCwIzJ_UWnn1Uc8d1H8nCuUA,Enayet Chowdhury,1221,Talk & Social Commentary,https://www.youtube.com/watch?v=xIHGrc56Y-M,,,,
Dg-Pn7Ga-8s,UCz8RV3ySqP3SmgQFZzceVPg,Asad Noor,667,Satire / Social Commentary,https://www.youtube.com/watch?v=Dg-Pn7Ga-8s,,,,
JIuHlFm7aZg,UCz8RV3ySqP3SmgQFZzceVPg,Asad Noor,1016,Satire / Social Commentary,https://www.youtube.com/watch?v=JIuHlFm7aZg,,,,
g6wjTUBdY0A,UCz8RV3ySqP3SmgQFZzceVPg,Asad Noor,914,Satire / Social Commentary,https://www.youtube.com/watch?v=g6wjTUBdY0A,,,,
hsjg0y5UX_E,UCz8RV3ySqP3SmgQFZzceVPg,Asad Noor,641,Satire / Social Commentary,https://www.youtube.com/watch?v=hsjg0y5UX_E,,,,
aKtuc5AqCkM,UCz8kD6OLDUGgq7QqTN3nIyQ,Newsalap,866,Political & Social Talk,https://www.youtube.com/watch?v=aKtuc5AqCkM,,,,
-H7a2CHeNeo,UCz8kD6OLDUGgq7QqTN3nIyQ,Newsalap,352,Political & Social Talk,https://www.youtube.com/watch?v=-H7a2CHeNeo,,,,
14INRVa5p2c,UCz8kD6OLDUGgq7QqTN3nIyQ,Newsalap,2163,Political & Social Talk,https://www.youtube.com/watch?v=14INRVa5p2c,,,,
_CRQKVYbWGA,UCz8kD6OLDUGgq7QqTN3nIyQ,Newsalap,1365,Political & Social Talk,https://www.youtube.com/watch?v=_CRQKVYbWGA,,,,
7hIJjD5a90Y,UCxbyDapSavjgvdtpcJ2BJKw,Rafsan The Chotobhai,2395,Food & Casual Talk,https://www.youtube.com/watch?v=7hIJjD5a90Y,,,,
RYuwYb4euCM,UCxbyDapSavjgvdtpcJ2BJKw,Rafsan The Chotobhai,1107,Food & Casual Talk,https://www.youtube.com/watch?v=RYuwYb4euCM,,,,
dDUok3xWtYI,UCxbyDapSavjgvdtpcJ2BJKw,Rafsan The Chotobhai,874,Food & Casual Talk,https://www.youtube.com/watch?v=dDUok3xWtYI,,,,
qDY-IjafeYU,UCxbyDapSavjgvdtpcJ2BJKw,Rafsan The Chotobhai,1124,Food & Casual Talk,https://www.youtube.com/watch?v=qDY-IjafeYU,,,,
ChJiBD-x5mc,UCHZ71RQcMeboLpEz-HMHLDA,Doctorola,334,Telemedicine,https://www.youtube.com/watch?v=ChJiBD-x5mc,,,,
iVXfMuZUNhw,UCHZ71RQcMeboLpEz-HMHLDA,Doctorola,320,Telemedicine,https://www.youtube.com/watch?v=iVXfMuZUNhw,,,,
9znwSO7fOwA,UCHZ71RQcMeboLpEz-HMHLDA,Doctorola,317,Telemedicine,https://www.youtube.com/watch?v=9znwSO7fOwA,,,,
TUD47pdvg_4,UCHZ71RQcMeboLpEz-HMHLDA,Doctorola,383,Telemedicine,https://www.youtube.com/watch?v=TUD47pdvg_4,,,,
slvTrzmLbtU,UC5-hmFdT_bHg7ML4epTOHbw,Maya Apa,313,Health Advisory,https://www.youtube.com/watch?v=slvTrzmLbtU,,,,
NRgKtaNTlO8,UC5-hmFdT_bHg7ML4epTOHbw,Maya Apa,338,Health Advisory,https://www.youtube.com/watch?v=NRgKtaNTlO8,,,,
CRDFtUkGc6k,UC5-hmFdT_bHg7ML4epTOHbw,Maya Apa,432,Health Advisory,https://www.youtube.com/watch?v=CRDFtUkGc6k,,,,
14k1DlE1qME,UC5-hmFdT_bHg7ML4epTOHbw,Maya Apa,382,Health Advisory,https://www.youtube.com/watch?v=14k1DlE1qME,,,,
pR3wzGR7a1s,UCxHoBXkY88Tb8z1Ssj6CWsQ,Bikroy.com,302,Advertisement,https://www.youtube.com/watch?v=pR3wzGR7a1s,,,,
wAD4VSMT6Fo,UC0Py2agrHy4hKnowk68aIDA,Pathao,1133,Service Promotion,https://www.youtube.com/watch?v=wAD4VSMT6Fo,,,,
bAbUqn4rf60,UC0Py2agrHy4hKnowk68aIDA,Pathao,1280,Service Promotion,https://www.youtube.com/watch?v=bAbUqn4rf60,,,,
TJQ-ae8wH94,UC5-hmFdT_bHg7ML4epTOHbw,Sheba.xyz,402,Service Info,https://www.youtube.com/watch?v=TJQ-ae8wH94,,,,
Eb-6bN-Xsro,UC5-hmFdT_bHg7ML4epTOHbw,Sheba.xyz,358,Service Info,https://www.youtube.com/watch?v=Eb-6bN-Xsro,,,,
Jn7EWTtlj9w,UC5-hmFdT_bHg7ML4epTOHbw,Sheba.xyz,414,Service Info,https://www.youtube.com/watch?v=Jn7EWTtlj9w,,,,
WVS3At7Xk7o,UC5-hmFdT_bHg7ML4epTOHbw,Sheba.xyz,364,Service Info,https://www.youtube.com/watch?v=WVS3At7Xk7o,,,,
FUZ24V8eDrM,UCA_B842dGRteTmlIzvo2KBg,Health TV Bangladesh,342,Health Information,https://www.youtube.com/watch?v=FUZ24V8eDrM,,,,
DAY42X8nnc8,UCA_B842dGRteTmlIzvo2KBg,Health TV Bangladesh,1080,Health Information,https://www.youtube.com/watch?v=DAY42X8nnc8,,,,
-lyTuDHbSQ4,UCA_B842dGRteTmlIzvo2KBg,Health TV Bangladesh,1291,Health Information,https://www.youtube.com/watch?v=-lyTuDHbSQ4,,,,
1aeID6ux6sA,UCA_B842dGRteTmlIzvo2KBg,Health TV Bangladesh,927,Health Information,https://www.youtube.com/watch?v=1aeID6ux6sA,,,,
C3dvoVpPbsk,UCr_DJHYKEWR1A0q8ZqfLX1g,Bangladesh Telemedicine,3830,Telemedicine,https://www.youtube.com/watch?v=C3dvoVpPbsk,,,,
zLiL22Xc7V8,UCr_DJHYKEWR1A0q8ZqfLX1g,Bangladesh Telemedicine,348,Telemedicine,https://www.youtube.com/watch?v=zLiL22Xc7V8,,,,
pjelJLuJw1Q,UCYxO44JS4_6CLXFKVmZJ7Vg,Evaly Official,311,Advertisement,https://www.youtube.com/watch?v=pjelJLuJw1Q,,,,
s9ZaTt9gFD8,UCsT0YIqwnpJCM-mx7-gSA4Q,Fahim Mashroor,658,Digital Business Talk,https://www.youtube.com/watch?v=s9ZaTt9gFD8,,,,
XQGMeJf-Kmg,UCsT0YIqwnpJCM-mx7-gSA4Q,Fahim Mashroor,333,Digital Business Talk,https://www.youtube.com/watch?v=XQGMeJf-Kmg,,,,
zsgjOOsAlf8,UCsT0YIqwnpJCM-mx7-gSA4Q,Fahim Mashroor,760,Digital Business Talk,https://www.youtube.com/watch?v=zsgjOOsAlf8,,,,
6kzdhtglrRY,UCsT0YIqwnpJCM-mx7-gSA4Q,Fahim Mashroor,648,Digital Business Talk,https://www.youtube.com/watch?v=6kzdhtglrRY,,,,
qhUg9DHv8uA,UCGHTKTWtc3UGWPTVyU4OoCg,Sylheti Natok,2250,Sylheti Drama,https://www.youtube.com/watch?v=qhUg9DHv8uA,,,,
uacoYuHOvpM,UCGHTKTWtc3UGWPTVyU4OoCg,Sylheti Natok,1599,Sylheti Drama,https://www.youtube.com/watch?v=uacoYuHOvpM,,,,
L5Y90oGsgmE,UCGHTKTWtc3UGWPTVyU4OoCg,Sylheti Natok,2022,Sylheti Drama,https://www.youtube.com/watch?v=L5Y90oGsgmE,,,,
IM_7XHNjxTs,UCGHTKTWtc3UGWPTVyU4OoCg,Sylheti Natok,2404,Sylheti Drama,https://www.youtube.com/watch?v=IM_7XHNjxTs,,,,
X7xvZS1QdQg,UCkOyj7Zu2EKcxeaew2_27TA,Sylheti Media,2890,Sylheti Talk,https://www.youtube.com/watch?v=X7xvZS1QdQg,,,,
KGmWkrt-nzs,UCkOyj7Zu2EKcxeaew2_27TA,Sylheti Media,2159,Sylheti Talk,https://www.youtube.com/watch?v=KGmWkrt-nzs,,,,
G3_jiJzVcpc,UCkOyj7Zu2EKcxeaew2_27TA,Sylheti Media,2370,Sylheti Talk,https://www.youtube.com/watch?v=G3_jiJzVcpc,,,,
DNNs_O9da8A,UCkOyj7Zu2EKcxeaew2_27TA,Sylheti Media,2946,Sylheti Talk,https://www.youtube.com/watch?v=DNNs_O9da8A,,,,
oSDDQcNk-GQ,UCH4iIgUGEBwv_dtYE7d7c6Q,Sylheti Song,314,Sylheti Music,https://www.youtube.com/watch?v=oSDDQcNk-GQ,,,,
_8IAyq_Uv_A,UCRp-F3AWCRy_fo8Dslc5_Ng,Sylheti Funny Video,758,Sylheti Comedy,https://www.youtube.com/watch?v=_8IAyq_Uv_A,,,,
cdlh_XaOPgY,UCSHmjVxsfWBw0W-4sM1Etuw,Chatgaiya TV,3545,Chittagonian,https://www.youtube.com/watch?v=cdlh_XaOPgY,,,,
CXh1WelOLYc,UC9jsDC5iXnPBrRXAIGmbIQQ,Chatgaiya Natok,3576,Chittagonian Drama,https://www.youtube.com/watch?v=CXh1WelOLYc,,,,
NOuo0MdQeBs,UC9jsDC5iXnPBrRXAIGmbIQQ,Chatgaiya Natok,3261,Chittagonian Drama,https://www.youtube.com/watch?v=NOuo0MdQeBs,,,,
sgc1EaNQ0Kw,UC9jsDC5iXnPBrRXAIGmbIQQ,Chatgaiya Natok,2606,Chittagonian Drama,https://www.youtube.com/watch?v=sgc1EaNQ0Kw,,,,
ikrneUptEU0,UC9jsDC5iXnPBrRXAIGmbIQQ,Chatgaiya Natok,4400,Chittagonian Drama,https://www.youtube.com/watch?v=ikrneUptEU0,,,,
N-tfTFYeuvo,UCavPsXOqNi1UnBHuExJ-_1A,Chatgaiya Vlogger Arif,435,Chittagonian Vlog,https://www.youtube.com/watch?v=N-tfTFYeuvo,,,,
-afb55B88qg,UCavPsXOqNi1UnBHuExJ-_1A,Chatgaiya Vlogger Arif,302,Chittagonian Vlog,https://www.youtube.com/watch?v=-afb55B88qg,,,,
BSxUcnVktxs,UCavPsXOqNi1UnBHuExJ-_1A,Chatgaiya Vlogger Arif,344,Chittagonian Vlog,https://www.youtube.com/watch?v=BSxUcnVktxs,,,,
dx_hhwPeqp0,UCavPsXOqNi1UnBHuExJ-_1A,Chatgaiya Vlogger Arif,513,Chittagonian Vlog,https://www.youtube.com/watch?v=dx_hhwPeqp0,,,,
xuYKgsoWEqM,UCBQ-OHytz7N-iP8G4bdb18w,Rangpur Funny Video,475,Rangpuri Comedy,https://www.youtube.com/watch?v=xuYKgsoWEqM,,,,
Uivhy4xoQ_Y,UCBQ-OHytz7N-iP8G4bdb18w,Rangpur Funny Video,408,Rangpuri Comedy,https://www.youtube.com/watch?v=Uivhy4xoQ_Y,,,,
-9ndd6wI7PQ,UCBQ-OHytz7N-iP8G4bdb18w,Rangpur Funny Video,303,Rangpuri Comedy,https://www.youtube.com/watch?v=-9ndd6wI7PQ,,,,
kNqQFFgoOKE,UCBQ-OHytz7N-iP8G4bdb18w,Rangpur Funny Video,335,Rangpuri Comedy,https://www.youtube.com/watch?v=kNqQFFgoOKE,,,,
pR3wzGR7a1s,UCxHoBXkY88Tb8z1Ssj6CWsQ,Noakhali Media,302,Noakhali Dialect,https://www.youtube.com/watch?v=pR3wzGR7a1s,,,,
a5xJ8cn0gpA,UCWCFv9R84EB_bOAKioz7Ftw,Noakhali Bhai,355,Noakhali Dialect Talk,https://www.youtube.com/watch?v=a5xJ8cn0gpA,,,,
CdKhd9a5Ehs,UCWCFv9R84EB_bOAKioz7Ftw,Noakhali Bhai,393,Noakhali Dialect Talk,https://www.youtube.com/watch?v=CdKhd9a5Ehs,,,,
Dp-tuCadLrM,UChwyDLuBze2wMrKHdKzoOLQ,Barishal Media,963,Barishal Dialect,https://www.youtube.com/watch?v=Dp-tuCadLrM,,,,
zIJzpAQnmIs,UChwyDLuBze2wMrKHdKzoOLQ,Barishal Media,434,Barishal Dialect,https://www.youtube.com/watch?v=zIJzpAQnmIs,,,,
AvhkpBfF9qc,UChwyDLuBze2wMrKHdKzoOLQ,Barishal Media,322,Barishal Dialect,https://www.youtube.com/watch?v=AvhkpBfF9qc,,,,
QQI5fFOFy9E,UChwyDLuBze2wMrKHdKzoOLQ,Barishal Media,315,Barishal Dialect,https://www.youtube.com/watch?v=QQI5fFOFy9E,,,,
SWz4a2O65Q0,UC2t9imwIR7xlDfma3CmRKJQ,Towhid Hridoy,631,Local Dialect Commentary,https://www.youtube.com/watch?v=SWz4a2O65Q0,,,,
qn_z8J00ngM,UC2t9imwIR7xlDfma3CmRKJQ,Towhid Hridoy,670,Local Dialect Commentary,https://www.youtube.com/watch?v=qn_z8J00ngM,,,,
iX_AiWcUSeA,UC2t9imwIR7xlDfma3CmRKJQ,Towhid Hridoy,339,Local Dialect Commentary,https://www.youtube.com/watch?v=iX_AiWcUSeA,,,,
GFuw3MpgSK0,UC2t9imwIR7xlDfma3CmRKJQ,Towhid Hridoy,636,Local Dialect Commentary,https://www.youtube.com/watch?v=GFuw3MpgSK0,,,,
EJSNt1klFPU,UCW5yX7_V4lBgyhAELf--cxA,The Podcast Factory Bangla,4318,General Podcast,https://www.youtube.com/watch?v=EJSNt1klFPU,,,,
j6CF7DAYROY,UCW5yX7_V4lBgyhAELf--cxA,The Podcast Factory Bangla,3309,General Podcast,https://www.youtube.com/watch?v=j6CF7DAYROY,,,,
YUhBjoq8HMA,UCW5yX7_V4lBgyhAELf--cxA,The Podcast Factory Bangla,411,General Podcast,https://www.youtube.com/watch?v=YUhBjoq8HMA,,,,
GGfrFHPvam0,UCW5yX7_V4lBgyhAELf--cxA,The Podcast Factory Bangla,4686,General Podcast,https://www.youtube.com/watch?v=GGfrFHPvam0,,,,
K6DZsWx0wt0,UCjnCQyA146cEi8GORbUPryQ,Golpo Adda,306,Story Podcast,https://www.youtube.com/watch?v=K6DZsWx0wt0,,,,
P1LKHOKDAhA,UCjnCQyA146cEi8GORbUPryQ,Golpo Adda,337,Story Podcast,https://www.youtube.com/watch?v=P1LKHOKDAhA,,,,
qktmpIa65Vc,UCeNFssPnBfjYw7q6BAQdsuw,Adda with Rafsan,588,Conversational Podcast,https://www.youtube.com/watch?v=qktmpIa65Vc,,,,
Sekm5RJq0Kk,UCeNFssPnBfjYw7q6BAQdsuw,Adda with Rafsan,590,Conversational Podcast,https://www.youtube.com/watch?v=Sekm5RJq0Kk,,,,
zacBZc8fhtU,UCeNFssPnBfjYw7q6BAQdsuw,Adda with Rafsan,302,Conversational Podcast,https://www.youtube.com/watch?v=zacBZc8fhtU,,,,
z_1xpAlLl8w,UCeNFssPnBfjYw7q6BAQdsuw,Adda with Rafsan,569,Conversational Podcast,https://www.youtube.com/watch?v=z_1xpAlLl8w,,,,
v203GcarNMA,UCvvgHOBh3plwGpR3FvLn9Qg,Mindline Bangladesh,328,Mental Health Podcast,https://www.youtube.com/watch?v=v203GcarNMA,,,,
TZFqGdbPMVQ,UCvvgHOBh3plwGpR3FvLn9Qg,Mindline Bangladesh,465,Mental Health Podcast,https://www.youtube.com/watch?v=TZFqGdbPMVQ,,,,
qRKVYIyp4Hg,UCvvgHOBh3plwGpR3FvLn9Qg,Mindline Bangladesh,514,Mental Health Podcast,https://www.youtube.com/watch?v=qRKVYIyp4Hg,,,,
3h89jPNf2Uo,UCvvgHOBh3plwGpR3FvLn9Qg,Mindline Bangladesh,946,Mental Health Podcast,https://www.youtube.com/watch?v=3h89jPNf2Uo,,,,
7uun9IKsssg,UCDpEIP3QypY7lwxMUUiay6Q,Radio Foorti Podcast,4184,Entertainment Podcast,https://www.youtube.com/watch?v=7uun9IKsssg,,,,
k9d4xSptZ1c,UCDpEIP3QypY7lwxMUUiay6Q,Radio Foorti Podcast,6250,Entertainment Podcast,https://www.youtube.com/watch?v=k9d4xSptZ1c,,,,
molTCR9I3ZM,UCDpEIP3QypY7lwxMUUiay6Q,Radio Foorti Podcast,6229,Entertainment Podcast,https://www.youtube.com/watch?v=molTCR9I3ZM,,,,
eDnvtzbhNT0,UCDpEIP3QypY7lwxMUUiay6Q,Radio Foorti Podcast,5116,Entertainment Podcast,https://www.youtube.com/watch?v=eDnvtzbhNT0,,,,
M0m0tHupPIQ,UCQE1lrNtxcz0Na4F0afHrPw,GaanBangla Podcast,322,Music Podcast,https://www.youtube.com/watch?v=M0m0tHupPIQ,,,,
o35AsEVtqVU,UCQE1lrNtxcz0Na4F0afHrPw,GaanBangla Podcast,445,Music Podcast,https://www.youtube.com/watch?v=o35AsEVtqVU,,,,
d7HOUfNzVP8,UCQE1lrNtxcz0Na4F0afHrPw,GaanBangla Podcast,372,Music Podcast,https://www.youtube.com/watch?v=d7HOUfNzVP8,,,,
QZYDmwpVDGs,UCQE1lrNtxcz0Na4F0afHrPw,GaanBangla Podcast,382,Music Podcast,https://www.youtube.com/watch?v=QZYDmwpVDGs,,,,
XNR-fQA6DX8,UCZxu0dMOx9JpYsWkyDwunAQ,Moner Jotno Phone-e,727,Mental Health Podcast,https://www.youtube.com/watch?v=XNR-fQA6DX8,,,,
uFzp1dJBKxg,UCZxu0dMOx9JpYsWkyDwunAQ,Moner Jotno Phone-e,767,Mental Health Podcast,https://www.youtube.com/watch?v=uFzp1dJBKxg,,,,
nOSDWusDCYg,UCZxu0dMOx9JpYsWkyDwunAQ,Moner Jotno Phone-e,1132,Mental Health Podcast,https://www.youtube.com/watch?v=nOSDWusDCYg,,,,
